work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Industry Sector,Top Skills Required,Certifications Preferred,Educational Requirements,Job Demand Trends,Career Progression Path,Job Posting Sources,Work-Life Balance Score,Job Satisfaction Rating,Job Growth Rate (%),Security Clearance Required,Primary Cybersecurity Domain,Remote Work Availability,Bonus Eligibility
2022,EN,FT,Security Analyst,140000,USD,140000,US,100,US,L,Technology,"SOC Analysis, Threat Intelligence, SIEM",CISM,Master’s,Increasing,IT Support → Security Analyst → Security Engineer,ZipRecruiter,4.558673328,4.762984462,6.92,Yes,Network Security,Yes,No
2022,SE,FT,Information Security Officer,267840,USD,267840,US,100,US,M,Consulting,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.584230633,3.611094892,12.24,Yes,Network Security,Yes,Yes
2022,SE,FT,Information Security Officer,214056,USD,214056,US,100,US,M,Technology,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.635354189,2.807200229,9.03,Yes,Identity Management,Yes,Yes
2022,SE,FT,Security Researcher,240000,CAD,188282,CA,100,US,L,Education,General Security Knowledge,OSCP,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.517145399,4.020718561,28.24,No,Cloud Security,Yes,Yes
2022,MI,FT,Head of Information Security,107000,GBP,137290,GB,100,GB,M,Retail,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.22238297,4.28728426,25.2,No,Cloud Security,Yes,Yes
2022,MI,FT,Head of Information Security,92000,GBP,118043,GB,100,GB,M,Education,General Security Knowledge,CISM,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.713513336,3.650183845,20.84,Yes,Risk Management,Yes,No
2022,EN,CT,Cyber Security Analyst,80000,USD,80000,US,100,US,L,Retail,"Firewall Management, Network Security, Cryptography",CEH,Certification Only,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,3.755219924,4.018689104,26.79,Yes,Network Security,Yes,Yes
2022,EN,CT,Cyber Security Analyst,60000,USD,60000,US,100,US,L,Technology,"Firewall Management, Network Security, Cryptography",CEH,Master’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,4.474921544,4.555171609,25.09,No,Network Security,Yes,Yes
2022,EN,FT,Cyber Security Analyst,60000,USD,60000,US,100,US,L,Education,"Firewall Management, Network Security, Cryptography",OSCP,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.166810455,3.601068975,9.66,Yes,Network Security,Yes,Yes
2022,EN,FT,Azure Security Engineer,60000,USD,60000,US,100,US,L,Technology,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.132912936,3.811949719,27.31,Secret,Cloud Security,Yes,Yes
2022,EN,FT,Azure Security Engineer,60000,USD,60000,US,100,US,S,Retail,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.541071827,4.482892297,18.48,Yes,Cloud Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,115000,USD,115000,US,100,US,M,Healthcare,"Firewall Management, Network Security, Cryptography",OSCP,Certification Only,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,4.502422366,3.747121898,25.19,No,Network Security,Yes,Yes
2021,EN,FT,Security Consultant,750000,INR,10142,IN,50,IN,L,Education,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.54640137,3.600075535,27.4,No,Identity Management,Hybrid,No
2022,MI,FT,Security Operations Analyst,80000,GBP,102646,GB,100,GB,M,Healthcare,General Security Knowledge,OSCP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.330959787,4.870730673,12.95,No,Application Security,Yes,No
2022,MI,FT,Security Operations Analyst,55000,GBP,70569,GB,100,GB,M,Healthcare,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.502362752,4.426740411,7.75,No,Governance & Compliance,Yes,Yes
2022,MI,FT,Security Engineer,170000,USD,170000,AU,0,AU,M,Retail,General Security Knowledge,CEH,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.453303146,3.880840319,10.7,Top Secret,Cloud Security,No,No
2022,MI,FT,Security Engineer,140000,USD,140000,AU,0,AU,M,Healthcare,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.782786535,3.602339566,15.68,No,Cloud Security,No,No
2022,SE,FT,Cyber Security Engineer,175000,USD,175000,US,0,US,S,Retail,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.67748959,3.043459768,25.45,Yes,Cloud Security,No,No
2022,EX,FT,Director of Information Security,180000,USD,180000,US,100,US,L,Finance,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.708540971,4.583959945,26.52,Yes,Identity Management,Yes,Yes
2022,MI,FT,Information Security Engineer,101000,USD,101000,US,100,US,L,Technology,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.267850421,3.140772937,5.17,Top Secret,Cloud Security,Yes,Yes
2022,MI,FT,IT Security Engineer,101000,USD,101000,US,100,US,L,Technology,General Security Knowledge,CISSP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.858037087,4.349119655,17.77,No,Cloud Security,Yes,Yes
2022,SE,FT,DevOps Security Engineer,175000,USD,175000,US,100,US,L,Healthcare,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.633256076,4.088582712,15.44,Top Secret,Cloud Security,Yes,Yes
2022,MI,FT,Cyber Security Analyst,97500,USD,97500,US,100,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",CISM,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,2.560193106,3.504854614,10.55,Yes,Network Security,Yes,Yes
2022,EN,FT,Cyber Security Analyst,67000,USD,67000,US,100,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",CISM,PhD,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.918383937,4.314088573,8.0,Yes,Network Security,Yes,Yes
2022,SE,FT,Security Engineer,124600,USD,124600,US,100,US,M,Technology,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.804932872,3.39358415,13.44,Yes,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,96000,USD,96000,US,100,US,M,Technology,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.62863194,3.302039874,28.57,Secret,Cloud Security,Yes,No
2022,SE,FT,Detection Engineer,292000,USD,292000,GB,100,GB,M,Education,General Security Knowledge,AWS Security,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.146956777,3.284178175,13.08,Yes,Application Security,Yes,Yes
2022,SE,FT,Detection Engineer,170000,USD,170000,GB,100,GB,M,Education,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.355254223,2.779499964,17.97,Yes,Risk Management,Yes,Yes
2022,MI,FT,Security Engineer,160000,USD,160000,AU,0,AU,M,Consulting,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.753333676,2.59779889,22.58,Secret,Cloud Security,No,No
2022,MI,FT,Security Engineer,140000,USD,140000,AU,0,AU,M,Finance,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.534647614,3.702204758,14.09,No,Cloud Security,No,No
2022,SE,FT,Penetration Tester,180000,USD,180000,US,100,US,M,Consulting,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.702876578,2.977397197,29.29,Secret,Application Security,Yes,No
2022,SE,FT,Penetration Tester,140000,USD,140000,US,100,US,M,Education,General Security Knowledge,OSCP,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.08330353,2.856847395,29.06,No,Application Security,Yes,No
2022,SE,FT,Security Engineer,245000,USD,245000,US,0,US,M,Retail,General Security Knowledge,CEH,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.00927041,3.783051206,11.29,Yes,Cloud Security,No,Yes
2022,SE,FT,Security Engineer,190000,USD,190000,US,0,US,M,Technology,General Security Knowledge,CEH,PhD,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.03792255,4.645653567,17.43,Secret,Cloud Security,No,No
2022,SE,FT,Security Engineer,226400,USD,226400,US,100,US,L,Education,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.907260845,3.583243399,12.52,No,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,124300,USD,124300,US,100,US,L,Technology,General Security Knowledge,AWS Security,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.894990631,3.938522375,12.12,Yes,Cloud Security,Yes,Yes
2022,EN,FT,Security Analyst,63000,CAD,49424,CA,100,CA,S,Retail,"SOC Analysis, Threat Intelligence, SIEM",AWS Security,PhD,Increasing,IT Support → Security Analyst → Security Engineer,Company Website,4.955304243,2.801894832,5.92,Yes,Network Security,Yes,Yes
2022,EN,FT,SOC Analyst,91600,USD,91600,US,100,US,L,Retail,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.57499297,3.442437447,20.24,No,Network Security,Yes,Yes
2022,MI,FT,Cloud Security Engineer,165000,USD,165000,US,50,US,L,Healthcare,General Security Knowledge,CEH,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.780707371,2.88037083,17.57,Yes,Cloud Security,Hybrid,Yes
2022,SE,FT,Security Specialist,160000,USD,160000,US,100,US,L,Government,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.130735633,4.637795762,6.29,Yes,Risk Management,Yes,Yes
2022,SE,FT,Security Specialist,92400,USD,92400,US,100,US,L,Government,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.696315989,4.338289583,11.97,No,Application Security,Yes,No
2022,SE,FT,Threat Intelligence Analyst,103000,USD,103000,US,100,US,L,Government,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.994825211,3.788456454,27.71,Yes,Risk Management,Yes,Yes
2022,SE,FT,Security Engineer,154000,USD,154000,US,100,US,M,Government,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.055211099,3.389745615,10.99,Secret,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,139000,USD,139000,US,100,US,M,Government,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.328537883,2.500367802,8.62,Top Secret,Cloud Security,Yes,No
2022,EX,FT,Security Officer,160000,USD,160000,US,100,US,M,Healthcare,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.271607132,4.520108943,17.24,Yes,Cloud Security,Yes,Yes
2022,EX,FT,Security Officer,120000,USD,120000,US,100,US,M,Technology,General Security Knowledge,Security+,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.76087758,3.075513394,29.64,No,Governance & Compliance,Yes,Yes
2022,MI,FT,Penetration Tester,50000,GBP,64154,GB,50,GB,M,Technology,General Security Knowledge,CISM,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.510979584,3.305757123,11.05,Yes,Application Security,Hybrid,No
2022,SE,FT,Security Engineer,82900,USD,82900,US,100,US,M,Education,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.877281442,2.889657107,21.8,Secret,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,63900,USD,63900,US,100,US,M,Consulting,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.474655792,3.666447409,24.04,No,Cloud Security,Yes,Yes
2022,EN,FT,SOC Analyst,75000,USD,75000,US,100,US,L,Government,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,2.647158444,4.167461779,10.94,No,Network Security,Yes,No
2022,EN,FT,SOC Analyst,75000,USD,75000,US,100,US,L,Government,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.541667663,3.964983503,23.21,No,Network Security,Yes,Yes
2022,MI,FT,Security Analyst,89000,USD,89000,US,0,US,L,Technology,"SOC Analysis, Threat Intelligence, SIEM",CEH,Master’s,Stable,IT Support → Security Analyst → Security Engineer,LinkedIn,4.674394237,3.996319221,14.19,No,Network Security,No,Yes
2022,MI,FT,Security Analyst,68462,USD,68462,US,0,US,L,Technology,"SOC Analysis, Threat Intelligence, SIEM",AWS Security,Bachelor’s,Stable,IT Support → Security Analyst → Security Engineer,LinkedIn,2.588053085,3.580764638,20.81,Yes,Network Security,No,No
2022,MI,FT,Security Engineer,72500,USD,72500,US,100,JP,L,Retail,General Security Knowledge,AWS Security,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.617666576,3.670591201,20.84,Secret,Cloud Security,Yes,No
2022,SE,FT,Security Engineer,276900,USD,276900,US,100,US,M,Government,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.643756268,4.569271639,18.39,No,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,168400,USD,168400,US,100,US,M,Retail,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.926305839,4.276979805,7.26,Secret,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,105800,USD,105800,US,0,US,M,Education,General Security Knowledge,CEH,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.871050843,2.87604096,25.88,No,Cloud Security,No,Yes
2022,SE,FT,Security Engineer,81600,USD,81600,US,0,US,M,Consulting,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.001329486,3.881394005,13.02,Top Secret,Cloud Security,No,Yes
2022,SE,FT,Security Specialist,177600,USD,177600,US,100,US,L,Consulting,General Security Knowledge,Security+,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.683741586,4.411346036,9.66,Yes,Governance & Compliance,Yes,Yes
2022,SE,FT,Security Specialist,131300,USD,131300,US,100,US,L,Technology,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.793761898,3.001516461,6.02,Yes,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,120000,USD,120000,US,100,US,M,Finance,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.042609894,4.694308459,19.77,Secret,Cloud Security,Yes,No
2022,SE,FT,Security Engineer,90000,USD,90000,US,100,US,M,Consulting,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.929649877,3.226883302,21.94,No,Cloud Security,Yes,Yes
2022,MI,FT,Security Engineer,145000,USD,145000,US,100,US,M,Consulting,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.991203249,3.344657694,5.41,Secret,Cloud Security,Yes,Yes
2022,MI,FT,Security Engineer,105400,USD,105400,US,100,US,M,Technology,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.33916781,3.124024517,17.8,Secret,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M,Education,General Security Knowledge,CISM,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.893386493,4.531047893,10.66,No,Cloud Security,No,No
2022,SE,FT,Security Engineer,140000,USD,140000,US,0,US,M,Education,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.037812805,3.975175615,21.13,Yes,Cloud Security,No,Yes
2022,SE,FT,Security Engineer,175000,USD,175000,US,100,US,M,Technology,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.344664328,3.056424002,9.36,Yes,Cloud Security,Yes,Yes
2022,SE,FT,Security Engineer,130000,USD,130000,US,100,US,M,Finance,General Security Knowledge,Security+,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.638746645,2.545182941,22.27,Secret,Cloud Security,Yes,No
2022,EN,PT,Security Consultant,20000,EUR,21651,DE,100,DE,M,Technology,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.880410845,3.693756197,14.67,No,Risk Management,Yes,Yes
2022,SE,FT,Application Security Engineer,60000,USD,60000,PK,100,US,M,Government,General Security Knowledge,CISM,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.506683029,4.805424769,28.42,Secret,Cloud Security,Yes,Yes
2022,EN,PT,Penetration Tester,80000,USD,80000,IN,100,US,L,Retail,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.82642765,4.041879409,8.44,Secret,Application Security,Yes,Yes
2022,MI,FT,Detection Engineer,200100,USD,200100,US,100,US,M,Retail,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.168552926,4.389728856,13.53,No,Application Security,Yes,Yes
